exercise_id,Title,BodyPart,primary_muscle,secondary_muscles_str,movement_pattern
kettlebell-sumo-squat,Kettlebell sumo squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
kettlebell-thruster-progression,Kettlebell thruster progression,Quadriceps,quadricepss,triceps;shoulders;upper_chest,push
kettlebell-power-clean,Kettlebell power clean,Quadriceps,quadricepss,,push
kettlebell-fire-feet,Kettlebell fire feet,Quadriceps,quadricepss,,push
single-arm-overhead-kettlebell-squat,Single Arm Overhead Kettlebell Squat,Quadriceps,quadricepss,triceps;upper_chest;glutes,squat
pulsing-goblet-squat,Pulsing goblet squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
double-kettlebell-alternating-lunge-to-clean,Double-kettlebell alternating lunge to clean,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr-goblet-squat,FYR Goblet Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr-kettlebell-sumo-squat,FYR Kettlebell Sumo Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
double-kettlebell-front-squat,Double-kettlebell front squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr-kettlebell-squat-clean,FYR Kettlebell Squat Clean,Quadriceps,quadricepss,glutes;hamstrings;core,squat
single-arm-kettlebell-front-squat,Single-arm kettlebell front squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
kettlebell-front-rack-lunge,Kettlebell front rack lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
hm-turkish-get-up,HM Turkish Get-Up,Quadriceps,quadricepss,,push
hm-single-leg-romanian-deadlift,HM Single-Leg Romanian Deadlift,Quadriceps,quadricepss,glutes;hamstrings;lower_back,hinge
taylor-single-arm-kettlebell-front-squat,Taylor Single-Arm Kettlebell Front Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
taylor-kettlebell-goblet-squat,Taylor Kettlebell Goblet Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
goblet-squat,Goblet squat-,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-kettlebell-squat-clean,Holman Kettlebell Squat Clean,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-kettlebell-swing,Holman Kettlebell Swing,Quadriceps,quadricepss,,push
holman-kettlebell-swing-transfer,Holman Kettlebell Swing Transfer,Quadriceps,quadricepss,,push
dumbbell-goblet-squat,Dumbbell goblet squat-,Quadriceps,quadricepss,glutes;hamstrings;core,squat
robertson-kettlebell-jump,Robertson Kettlebell Jump,Quadriceps,quadricepss,,push
fyr2-alternating-kettlebell-squat-clean,FYR2 Alternating Kettlebell Squat Clean,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr2-banded-double-kettlebell-squat-pulse,FYR2 Banded Double-Kettlebell Squat Pulse,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr2-double-kettlebell-ballin-lunge,FYR2 Double-Kettlebell Ballin' Lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr2-double-kettlebell-front-rack-lunge,FYR2 Double-Kettlebell Front Rack Lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr2-double-kettlebell-front-squat,FYR2 Double-Kettlebell Front Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr2-explosive-kettlebell-jump-squat,FYR2 Explosive Kettlebell Jump Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr2-kettlebell-goblet-squat,FYR2 Kettlebell Goblet Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr2-kettlebell-reverse-lunge-switch-grip,FYR2 Kettlebell Reverse Lunge Switch Grip,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr2-kettlebell-reverse-lunge-to-kneeling-press,FYR2 Kettlebell Reverse Lunge to Kneeling Press,Quadriceps,quadricepss,triceps;shoulders;glutes,push
fyr2-kettlebell-sumo-squat-pulse,FYR2 Kettlebell Sumo Squat Pulse,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr2-reverse-lunge-to-single-leg-kettlebell-deadlift,FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr2-kettlebell-goblet-squat-deadlift-complex,FYR2 Kettlebell Goblet-Squat-Deadlift Complex,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr2-kettlebell-squat-press-deadlift-complex,FYR2 Kettlebell Squat-Press-Deadlift Complex,Quadriceps,quadricepss,triceps;shoulders;glutes,push
goblet-squats,Goblet Squats,Quadriceps,quadricepss,,squat
dumbbell-goblet-squat,Dumbbell Goblet Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-squat,Dumbbell squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-lunges,Dumbbell Lunges,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-reverse-lunge,Dumbbell reverse lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
split-squat-with-dumbbells,Split Squat with Dumbbells,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-sumo-squat,Dumbbell sumo squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-seated-box-jump,Dumbbell seated box jump,Quadriceps,quadricepss,triceps;shoulders;glutes,push
dumbbell-step-up,Dumbbell step-up,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-walking-lunge,Dumbbell Walking Lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-squat-to-a-bench,Dumbbell Squat To A Bench,Quadriceps,quadricepss,triceps;shoulders;glutes,push
dumbbell-thruster,Dumbbell thruster,Quadriceps,quadricepss,triceps;shoulders;upper_chest,push
dumbbell-front-squat,Dumbbell front squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
single-arm-dumbbell-overhead-squat,Single-Arm Dumbbell Overhead Squat,Quadriceps,quadricepss,triceps;upper_chest;glutes,squat
dumbbell-lateral-hop,Dumbbell lateral hop,Quadriceps,quadricepss,,push
dumbbell-lunge-with-biceps-curl,Dumbbell lunge with biceps curl,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-pistol-squat,Dumbbell Pistol Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-squat-snatch,Dumbbell Squat Snatch,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-alternating-lunge,Dumbbell Alternating Lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-jump-squat,Dumbbell jump squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-side-lunge,Dumbbell Side Lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
boss-everline-dumbbell-lunge-jump,Boss Everline Dumbbell Lunge Jump,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-fix-dumbbell-split-squat,Dumbbell Fix Dumbbell Split Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
single-leg-dumbbell-romanian-deadlift,Single-leg dumbbell Romanian deadlift,Quadriceps,quadricepss,glutes;hamstrings;lower_back,hinge
dumbbell-fix-dumbbell-alternating-reverse-lunge,Dumbbell Fix Dumbbell Alternating Reverse Lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-fix-turkish-get-up,Dumbbell Fix Turkish Get-Up,Quadriceps,quadricepss,,push
seesaw-lunge,Seesaw lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
fyr-dumbbell-front-squat,FYR Dumbbell Front Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-split-squat,Dumbbell split squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-deadlift,Dumbbell deadlift,Quadriceps,quadricepss,glutes;hamstrings;lower_back,hinge
single-arm-stiff-legged-deadlift,Single-arm stiff-legged deadlift,Quadriceps,quadricepss,glutes;hamstrings;lower_back,hinge
hm-dumbbell-overhead-squat,HM Dumbbell Overhead Squat,Quadriceps,quadricepss,triceps;upper_chest;glutes,squat
hm-dumbbell-squat,HM Dumbbell Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
uns-dumbbell-goblet-squat,UNS Dumbbell Goblet Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
single-arm-dumbbell-snatch,Single-Arm Dumbbell Snatch,Quadriceps,quadricepss,,push
kv-dumbbell-lunges,KV Dumbbell Lunges,Quadriceps,quadricepss,,squat
holman-squat-to-biceps-curl,Holman Squat to Biceps Curl,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-burpee-to-biceps-curl,Holman Burpee to Biceps Curl,Quadriceps,quadricepss,forearms,push
holman-slow-weighted-reverse-lunge,Holman Slow Weighted Reverse Lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-slow-weighted-plie-squat,Holman Slow Weighted Plie Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-weighted-lunge-jump-with-biceps-curl,Holman Weighted Lunge Jump with Biceps Curl,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-left-reverse-lunge-chest-press-to-left-knee-up-chest-press,Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,Quadriceps,quadricepss,triceps;shoulders;glutes,push
holman-weighted-lunge-jump-with-chest-press,Holman Weighted Lunge Jump with Chest Press,Quadriceps,quadricepss,triceps;shoulders;glutes,push
holman-weighted-half-jack-to-biceps-curl,Holman Weighted Half Jack to Biceps Curl,Quadriceps,quadricepss,forearms,push
holman-weighted-half-jack-to-chest-press,Holman Weighted Half Jack to Chest Press,Quadriceps,quadricepss,triceps;shoulders,push
holman-180-jump-to-renegade-side-raise,Holman 180 Jump to Renegade Side Raise,Quadriceps,quadricepss,,push
holman-right-reverse-lunge-biceps-curl-to-right-knee-up-biceps-curl,Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-roll-back-to-squat-thrust-to-renegade-row,Holman Roll-Back to Squat Thrust to Renegade Row,Quadriceps,quadricepss,biceps;forearms;glutes,pull
holman-roll-back-to-squat-thrust-to-renegade-triceps-press,Holman Roll-Back to Squat Thrust to Renegade Triceps Press,Quadriceps,quadricepss,triceps;shoulders;glutes,push
holman-weighted-narrow-squat-jump,Holman Weighted Narrow Squat Jump,Quadriceps,quadricepss,glutes;hamstrings;core,pull
holman-diagonal-deadlift,Holman Diagonal Deadlift,Quadriceps,quadricepss,glutes;hamstrings;lower_back,hinge
holman-weighted-burpee-to-triceps-press,Holman Weighted Burpee to Triceps Press,Quadriceps,quadricepss,triceps;shoulders,push
holman-squat-thrust-overhead-press,Holman Squat Thrust Overhead Press,Quadriceps,quadricepss,triceps;shoulders;upper_chest,push
holman-weighted-burpee-to-chest-press,Holman Weighted Burpee to Chest Press,Quadriceps,quadricepss,triceps;shoulders,push
holman-squat-to-right-arm-overhead-press,Holman Squat to Right-Arm Overhead Press,Quadriceps,quadricepss,triceps;shoulders;upper_chest,push
holman-right-lunge-jump-with-right-overhead-press,Holman Right Lunge Jump with Right Overhead Press,Quadriceps,quadricepss,triceps;shoulders;upper_chest,push
holman-left-lunge-jump-with-left-overhead-press,Holman Left Lunge Jump with Left Overhead Press,Quadriceps,quadricepss,triceps;shoulders;upper_chest,push
holman-heavy-hip-drive,Holman Heavy Hip Drive,Quadriceps,quadricepss,,push
holman-squat-to-left-arm-overhead-press,Holman Squat to Left-Arm Overhead Press,Quadriceps,quadricepss,triceps;shoulders;upper_chest,push
holman-weighted-lunge-jump-to-floor-lunge-jump,Holman Weighted Lunge Jump to Floor Lunge Jump,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-alternating-weighted-lunge-jump-to-chest-press,Holman Alternating Weighted Lunge Jump to Chest Press,Quadriceps,quadricepss,triceps;shoulders;glutes,push
holman-weighted-burpee-to-overhead-alternating-reverse-lunge,Holman Weighted Burpee to Overhead Alternating Reverse Lunge,Quadriceps,quadricepss,triceps;upper_chest;glutes,squat
holman-weighted-180-jump-to-chest-press,Holman Weighted 180 Jump to Chest Press,Quadriceps,quadricepss,triceps;shoulders,push
holman-alternating-side-squat-overhead-press,Holman Alternating Side Squat Overhead Press,Quadriceps,quadricepss,triceps;shoulders;upper_chest,push
holman-right-lunge-with-right-biceps-curl,Holman Right Lunge with Right Biceps Curl,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-left-lunge-with-left-biceps-curl,Holman Left Lunge with Left Biceps Curl,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-squat-thrust-to-alternating-front-raise,Holman Squat Thrust to Alternating Front Raise,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-racked-reverse-lunge,Dumbbell racked reverse lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
total-fitness-dumbbell-reverse-lunge,Total Fitness Dumbbell Reverse Lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
single-arm-dumbbell-snatch,Single-arm dumbbell snatch-,Quadriceps,quadricepss,triceps;upper_chest,push
total-fitness-dumbbell-step-up,Total Fitness Dumbbell Step-Up,Quadriceps,quadricepss,glutes;hamstrings;core,squat
single-arm-dumbbell-front-squat,Single-arm dumbbell front squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
king-maker-weighted-jump-squat,King Maker Weighted Jump Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
3d-dumbbell-lunge,3D dumbbell lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
metaburn-dumbbell-burpee,MetaBurn Dumbbell Burpee,Quadriceps,quadricepss,,push
dumbbell-jump-squat-with-rotation,Dumbbell jump squat with rotation,Quadriceps,quadricepss,glutes;hamstrings;core,squat
metaburn-dumbbell-wide-squat-to-rack,MetaBurn Dumbbell Wide Squat to Rack,Quadriceps,quadricepss,glutes;hamstrings;core,squat
metaburn-reverse-lunge-to-high-pull,MetaBurn Reverse Lunge To High Pull,Quadriceps,quadricepss,glutes;hamstrings;core,squat
metaburn-reverse-lunge-with-overhead-raise,MetaBurn Reverse Lunge With Overhead Raise,Quadriceps,quadricepss,triceps;upper_chest;glutes,squat
metaburn-squat-to-triceps-extension,MetaBurn Squat to Triceps Extension,Quadriceps,quadricepss,glutes;hamstrings;core,squat
30-legs-dumbbell-goblet-squat,30 Legs Dumbbell Goblet Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
30-legs-dumbbell-squat,30 Legs Dumbbell Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-step-down-reverse-lunge,Dumbbell step-down reverse lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
tire-flip,Tire flip,Quadriceps,quadricepss,glutes;hamstrings;lower_back,push
single-leg-push-off,Single Leg Push-off,Quadriceps,quadricepss,,push
bear-crawl-sled-drag,Bear crawl sled drag,Quadriceps,quadricepss,,push
bicycling,Bicycling,Quadriceps,quadricepss,,push
hex-bar-deadlift,Hex-bar deadlift,Quadriceps,quadricepss,glutes;hamstrings;lower_back,hinge
skating,Skating,Quadriceps,quadricepss,,push
weighted-sissy-squat,Weighted sissy squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-step-up,Dumbbell step-up,Quadriceps,quadricepss,glutes;hamstrings;core,squat
yoke-walk,Yoke Walk,Quadriceps,quadricepss,,push
front-cone-hops-or-hurdle-hops,Front Cone Hops (or hurdle hops),Quadriceps,quadricepss,,hinge
weighted-squat,Weighted Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
bench-skip,Bench skip,Quadriceps,quadricepss,triceps;shoulders,push
backward-drag,Backward Drag,Quadriceps,quadricepss,,push
sled-push,Sled Push,Quadriceps,quadricepss,,push
barbell-squat-with-plate-slide,Barbell squat with plate slide,Quadriceps,quadricepss,glutes;hamstrings;core,squat
suspended-split-squat,Suspended split squat,Quadriceps,quadricepss,triceps;shoulders;glutes,squat
intermediate-hip-flexor-and-quad-stretch,Intermediate Hip Flexor and Quad Stretch,Quadriceps,quadricepss,,push
sled-drag-harness,Sled Drag - Harness,Quadriceps,quadricepss,,push
burpee-over-barbell,Burpee over barbell,Quadriceps,quadricepss,,push
dumbbell-walking-lunge,Dumbbell walking lunge-,Quadriceps,quadricepss,glutes;hamstrings;core,squat
single-leg-box-jump,Single-Leg Box Jump,Quadriceps,quadricepss,,push
conan-s-wheel,Conan's Wheel,Quadriceps,quadricepss,,push
single-leg-hop-progression,Single-Leg Hop Progression,Quadriceps,quadricepss,,push
rickshaw-deadlift,Rickshaw Deadlift,Quadriceps,quadricepss,glutes;hamstrings;lower_back,hinge
single-cone-sprint-drill,Single-cone sprint drill,Quadriceps,quadricepss,,push
single-leg-stride-jump,Single-Leg Stride Jump,Quadriceps,quadricepss,,push
trap-bar-jump,Trap Bar Jump,Quadriceps,quadricepss,,push
single-leg-lateral-hop,Single-Leg Lateral Hop,Quadriceps,quadricepss,,push
burpee-box-jumps,Burpee Box-Jumps,Quadriceps,quadricepss,,push
sandbag-load,Sandbag Load,Quadriceps,quadricepss,,push
single-leg-knee-tap-squat,Single-leg knee-tap squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
car-deadlift,Car Deadlift,Quadriceps,quadricepss,glutes;hamstrings;lower_back,hinge
barbell-squat-to-a-box,Barbell Squat To A Box,Quadriceps,quadricepss,glutes;hamstrings;core,squat
double-under,Double Under,Quadriceps,quadricepss,,push
plate-push,Plate push,Quadriceps,quadricepss,,push
hybrid-deadlift,Hybrid deadlift,Quadriceps,quadricepss,glutes;hamstrings;lower_back,hinge
boss-everline-suspension-side-run,Boss Everline Suspension Side Run,Quadriceps,quadricepss,,push
boss-everline-lunge-sled-push,Boss Everline Lunge Sled Push,Quadriceps,quadricepss,glutes;hamstrings;core,squat
squat-bottom-position-hold,Squat Bottom Position Hold,Quadriceps,quadricepss,glutes;hamstrings;core,squat
trx-squat-jump,TRX Squat Jump,Quadriceps,quadricepss,glutes;hamstrings;core,squat
landmine-squat,Landmine squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
dumbbell-bulgarian-split-squat,Dumbbell Bulgarian split squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-towel-alternating-prisoner-reverse-lunge,Holman Towel Alternating Prisoner Reverse Lunge,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-weighted-burpee-to-belly-touch,Holman Weighted Burpee to Belly Touch,Quadriceps,quadricepss,,push
holman-weighted-burpee-to-front-punch,Holman Weighted Burpee to Front Punch,Quadriceps,quadricepss,,push
holman-weighted-low-squat-punch,Holman Weighted Low Squat Punch,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-weighted-hook-punch-to-squat-thrust,Holman Weighted Hook Punch to Squat Thrust,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-towel-alternating-side-lunge-squat,Holman Towel Alternating Side Lunge Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
holman-weighted-burpee-to-renegade-side-punch,Holman Weighted Burpee to Renegade Side Punch,Quadriceps,quadricepss,,push
